subject,filePath,channel
208,training_data/training_data_patch_207.h5|segmentation|0|1,basement
208,training_data/training_data_patch_207.h5|segmentation|0|2,slope_mudstone_a
208,training_data/training_data_patch_207.h5|segmentation|0|3,mass_transport_deposit
208,training_data/training_data_patch_207.h5|segmentation|0|4,slope_mudstone_b
208,training_data/training_data_patch_207.h5|segmentation|0|5,slope_valley
208,training_data/training_data_patch_207.h5|segmentation|0|6,submarine_canyon
209,training_data/training_data_patch_208.h5|volume|0,image
209,training_data/training_data_patch_208.h5|segmentation|0|1,basement
209,training_data/training_data_patch_208.h5|segmentation|0|2,slope_mudstone_a
209,training_data/training_data_patch_208.h5|segmentation|0|3,mass_transport_deposit
209,training_data/training_data_patch_208.h5|segmentation|0|4,slope_mudstone_b
209,training_data/training_data_patch_208.h5|segmentation|0|5,slope_valley
209,training_data/training_data_patch_208.h5|segmentation|0|6,submarine_canyon
210,training_data/training_data_patch_209.h5|volume|0,image
210,training_data/training_data_patch_209.h5|segmentation|0|1,basement
210,training_data/training_data_patch_209.h5|segmentation|0|2,slope_mudstone_a
210,training_data/training_data_patch_209.h5|segmentation|0|3,mass_transport_deposit
210,training_data/training_data_patch_209.h5|segmentation|0|4,slope_mudstone_b
210,training_data/training_data_patch_209.h5|segmentation|0|5,slope_valley
210,training_data/training_data_patch_209.h5|segmentation|0|6,submarine_canyon
211,training_data/training_data_patch_210.h5|volume|0,image
211,training_data/training_data_patch_210.h5|segmentation|0|1,basement
211,training_data/training_data_patch_210.h5|segmentation|0|2,slope_mudstone_a
211,training_data/training_data_patch_210.h5|segmentation|0|3,mass_transport_deposit
211,training_data/training_data_patch_210.h5|segmentation|0|4,slope_mudstone_b
211,training_data/training_data_patch_210.h5|segmentation|0|5,slope_valley
211,training_data/training_data_patch_210.h5|segmentation|0|6,submarine_canyon
212,training_data/training_data_patch_211.h5|volume|0,image
212,training_data/training_data_patch_211.h5|segmentation|0|1,basement
212,training_data/training_data_patch_211.h5|segmentation|0|2,slope_mudstone_a
212,training_data/training_data_patch_211.h5|segmentation|0|3,mass_transport_deposit
212,training_data/training_data_patch_211.h5|segmentation|0|4,slope_mudstone_b
212,training_data/training_data_patch_211.h5|segmentation|0|5,slope_valley
212,training_data/training_data_patch_211.h5|segmentation|0|6,submarine_canyon
213,training_data/training_data_patch_212.h5|volume|0,image
213,training_data/training_data_patch_212.h5|segmentation|0|1,basement
213,training_data/training_data_patch_212.h5|segmentation|0|2,slope_mudstone_a
213,training_data/training_data_patch_212.h5|segmentation|0|3,mass_transport_deposit
213,training_data/training_data_patch_212.h5|segmentation|0|4,slope_mudstone_b
213,training_data/training_data_patch_212.h5|segmentation|0|5,slope_valley
213,training_data/training_data_patch_212.h5|segmentation|0|6,submarine_canyon
214,training_data/training_data_patch_213.h5|volume|0,image
214,training_data/training_data_patch_213.h5|segmentation|0|1,basement
214,training_data/training_data_patch_213.h5|segmentation|0|2,slope_mudstone_a
214,training_data/training_data_patch_213.h5|segmentation|0|3,mass_transport_deposit
214,training_data/training_data_patch_213.h5|segmentation|0|4,slope_mudstone_b
214,training_data/training_data_patch_213.h5|segmentation|0|5,slope_valley
214,training_data/training_data_patch_213.h5|segmentation|0|6,submarine_canyon
215,training_data/training_data_patch_214.h5|volume|0,image
215,training_data/training_data_patch_214.h5|segmentation|0|1,basement
215,training_data/training_data_patch_214.h5|segmentation|0|2,slope_mudstone_a
215,training_data/training_data_patch_214.h5|segmentation|0|3,mass_transport_deposit
215,training_data/training_data_patch_214.h5|segmentation|0|4,slope_mudstone_b
215,training_data/training_data_patch_214.h5|segmentation|0|5,slope_valley
215,training_data/training_data_patch_214.h5|segmentation|0|6,submarine_canyon
216,training_data/training_data_patch_215.h5|volume|0,image
216,training_data/training_data_patch_215.h5|segmentation|0|1,basement
216,training_data/training_data_patch_215.h5|segmentation|0|2,slope_mudstone_a
216,training_data/training_data_patch_215.h5|segmentation|0|3,mass_transport_deposit
216,training_data/training_data_patch_215.h5|segmentation|0|4,slope_mudstone_b
216,training_data/training_data_patch_215.h5|segmentation|0|5,slope_valley
216,training_data/training_data_patch_215.h5|segmentation|0|6,submarine_canyon
217,training_data/training_data_patch_216.h5|volume|0,image
217,training_data/training_data_patch_216.h5|segmentation|0|1,basement
217,training_data/training_data_patch_216.h5|segmentation|0|2,slope_mudstone_a
217,training_data/training_data_patch_216.h5|segmentation|0|3,mass_transport_deposit
217,training_data/training_data_patch_216.h5|segmentation|0|4,slope_mudstone_b
217,training_data/training_data_patch_216.h5|segmentation|0|5,slope_valley
217,training_data/training_data_patch_216.h5|segmentation|0|6,submarine_canyon
218,training_data/training_data_patch_217.h5|volume|0,image
218,training_data/training_data_patch_217.h5|segmentation|0|1,basement
218,training_data/training_data_patch_217.h5|segmentation|0|2,slope_mudstone_a
218,training_data/training_data_patch_217.h5|segmentation|0|3,mass_transport_deposit
218,training_data/training_data_patch_217.h5|segmentation|0|4,slope_mudstone_b
218,training_data/training_data_patch_217.h5|segmentation|0|5,slope_valley
218,training_data/training_data_patch_217.h5|segmentation|0|6,submarine_canyon
219,training_data/training_data_patch_218.h5|volume|0,image
219,training_data/training_data_patch_218.h5|segmentation|0|1,basement
219,training_data/training_data_patch_218.h5|segmentation|0|2,slope_mudstone_a
219,training_data/training_data_patch_218.h5|segmentation|0|3,mass_transport_deposit
219,training_data/training_data_patch_218.h5|segmentation|0|4,slope_mudstone_b
219,training_data/training_data_patch_218.h5|segmentation|0|5,slope_valley
219,training_data/training_data_patch_218.h5|segmentation|0|6,submarine_canyon
220,training_data/training_data_patch_219.h5|volume|0,image
220,training_data/training_data_patch_219.h5|segmentation|0|1,basement
220,training_data/training_data_patch_219.h5|segmentation|0|2,slope_mudstone_a
220,training_data/training_data_patch_219.h5|segmentation|0|3,mass_transport_deposit
220,training_data/training_data_patch_219.h5|segmentation|0|4,slope_mudstone_b
220,training_data/training_data_patch_219.h5|segmentation|0|5,slope_valley
220,training_data/training_data_patch_219.h5|segmentation|0|6,submarine_canyon
221,training_data/training_data_patch_220.h5|volume|0,image
221,training_data/training_data_patch_220.h5|segmentation|0|1,basement
221,training_data/training_data_patch_220.h5|segmentation|0|2,slope_mudstone_a
221,training_data/training_data_patch_220.h5|segmentation|0|3,mass_transport_deposit
221,training_data/training_data_patch_220.h5|segmentation|0|4,slope_mudstone_b
221,training_data/training_data_patch_220.h5|segmentation|0|5,slope_valley
221,training_data/training_data_patch_220.h5|segmentation|0|6,submarine_canyon
222,training_data/training_data_patch_221.h5|volume|0,image
222,training_data/training_data_patch_221.h5|segmentation|0|1,basement
222,training_data/training_data_patch_221.h5|segmentation|0|2,slope_mudstone_a
222,training_data/training_data_patch_221.h5|segmentation|0|3,mass_transport_deposit
222,training_data/training_data_patch_221.h5|segmentation|0|4,slope_mudstone_b
222,training_data/training_data_patch_221.h5|segmentation|0|5,slope_valley
222,training_data/training_data_patch_221.h5|segmentation|0|6,submarine_canyon
223,training_data/training_data_patch_222.h5|volume|0,image
223,training_data/training_data_patch_222.h5|segmentation|0|1,basement
223,training_data/training_data_patch_222.h5|segmentation|0|2,slope_mudstone_a
223,training_data/training_data_patch_222.h5|segmentation|0|3,mass_transport_deposit
223,training_data/training_data_patch_222.h5|segmentation|0|4,slope_mudstone_b
223,training_data/training_data_patch_222.h5|segmentation|0|5,slope_valley
223,training_data/training_data_patch_222.h5|segmentation|0|6,submarine_canyon
224,training_data/training_data_patch_223.h5|volume|0,image
224,training_data/training_data_patch_223.h5|segmentation|0|1,basement
224,training_data/training_data_patch_223.h5|segmentation|0|2,slope_mudstone_a
224,training_data/training_data_patch_223.h5|segmentation|0|3,mass_transport_deposit
224,training_data/training_data_patch_223.h5|segmentation|0|4,slope_mudstone_b
224,training_data/training_data_patch_223.h5|segmentation|0|5,slope_valley
224,training_data/training_data_patch_223.h5|segmentation|0|6,submarine_canyon
225,training_data/training_data_patch_224.h5|volume|0,image
225,training_data/training_data_patch_224.h5|segmentation|0|1,basement
225,training_data/training_data_patch_224.h5|segmentation|0|2,slope_mudstone_a
225,training_data/training_data_patch_224.h5|segmentation|0|3,mass_transport_deposit
225,training_data/training_data_patch_224.h5|segmentation|0|4,slope_mudstone_b
225,training_data/training_data_patch_224.h5|segmentation|0|5,slope_valley
225,training_data/training_data_patch_224.h5|segmentation|0|6,submarine_canyon
226,training_data/training_data_patch_225.h5|volume|0,image
226,training_data/training_data_patch_225.h5|segmentation|0|1,basement
226,training_data/training_data_patch_225.h5|segmentation|0|2,slope_mudstone_a
226,training_data/training_data_patch_225.h5|segmentation|0|3,mass_transport_deposit
226,training_data/training_data_patch_225.h5|segmentation|0|4,slope_mudstone_b
226,training_data/training_data_patch_225.h5|segmentation|0|5,slope_valley
226,training_data/training_data_patch_225.h5|segmentation|0|6,submarine_canyon
227,training_data/training_data_patch_226.h5|volume|0,image
227,training_data/training_data_patch_226.h5|segmentation|0|1,basement
227,training_data/training_data_patch_226.h5|segmentation|0|2,slope_mudstone_a
227,training_data/training_data_patch_226.h5|segmentation|0|3,mass_transport_deposit
227,training_data/training_data_patch_226.h5|segmentation|0|4,slope_mudstone_b
227,training_data/training_data_patch_226.h5|segmentation|0|5,slope_valley
227,training_data/training_data_patch_226.h5|segmentation|0|6,submarine_canyon
228,training_data/training_data_patch_227.h5|volume|0,image
228,training_data/training_data_patch_227.h5|segmentation|0|1,basement
228,training_data/training_data_patch_227.h5|segmentation|0|2,slope_mudstone_a
228,training_data/training_data_patch_227.h5|segmentation|0|3,mass_transport_deposit
228,training_data/training_data_patch_227.h5|segmentation|0|4,slope_mudstone_b
228,training_data/training_data_patch_227.h5|segmentation|0|5,slope_valley
228,training_data/training_data_patch_227.h5|segmentation|0|6,submarine_canyon
229,training_data/training_data_patch_228.h5|volume|0,image
229,training_data/training_data_patch_228.h5|segmentation|0|1,basement
229,training_data/training_data_patch_228.h5|segmentation|0|2,slope_mudstone_a
229,training_data/training_data_patch_228.h5|segmentation|0|3,mass_transport_deposit
229,training_data/training_data_patch_228.h5|segmentation|0|4,slope_mudstone_b
229,training_data/training_data_patch_228.h5|segmentation|0|5,slope_valley
229,training_data/training_data_patch_228.h5|segmentation|0|6,submarine_canyon
230,training_data/training_data_patch_229.h5|volume|0,image
230,training_data/training_data_patch_229.h5|segmentation|0|1,basement
230,training_data/training_data_patch_229.h5|segmentation|0|2,slope_mudstone_a
230,training_data/training_data_patch_229.h5|segmentation|0|3,mass_transport_deposit
230,training_data/training_data_patch_229.h5|segmentation|0|4,slope_mudstone_b
230,training_data/training_data_patch_229.h5|segmentation|0|5,slope_valley
230,training_data/training_data_patch_229.h5|segmentation|0|6,submarine_canyon
231,training_data/training_data_patch_230.h5|volume|0,image
231,training_data/training_data_patch_230.h5|segmentation|0|1,basement
231,training_data/training_data_patch_230.h5|segmentation|0|2,slope_mudstone_a
231,training_data/training_data_patch_230.h5|segmentation|0|3,mass_transport_deposit
231,training_data/training_data_patch_230.h5|segmentation|0|4,slope_mudstone_b
231,training_data/training_data_patch_230.h5|segmentation|0|5,slope_valley
231,training_data/training_data_patch_230.h5|segmentation|0|6,submarine_canyon
232,training_data/training_data_patch_231.h5|volume|0,image
232,training_data/training_data_patch_231.h5|segmentation|0|1,basement
232,training_data/training_data_patch_231.h5|segmentation|0|2,slope_mudstone_a
232,training_data/training_data_patch_231.h5|segmentation|0|3,mass_transport_deposit
232,training_data/training_data_patch_231.h5|segmentation|0|4,slope_mudstone_b
232,training_data/training_data_patch_231.h5|segmentation|0|5,slope_valley
232,training_data/training_data_patch_231.h5|segmentation|0|6,submarine_canyon
233,training_data/training_data_patch_232.h5|volume|0,image
233,training_data/training_data_patch_232.h5|segmentation|0|1,basement
233,training_data/training_data_patch_232.h5|segmentation|0|2,slope_mudstone_a
233,training_data/training_data_patch_232.h5|segmentation|0|3,mass_transport_deposit
233,training_data/training_data_patch_232.h5|segmentation|0|4,slope_mudstone_b
233,training_data/training_data_patch_232.h5|segmentation|0|5,slope_valley
233,training_data/training_data_patch_232.h5|segmentation|0|6,submarine_canyon
234,training_data/training_data_patch_233.h5|volume|0,image
234,training_data/training_data_patch_233.h5|segmentation|0|1,basement
234,training_data/training_data_patch_233.h5|segmentation|0|2,slope_mudstone_a
234,training_data/training_data_patch_233.h5|segmentation|0|3,mass_transport_deposit
234,training_data/training_data_patch_233.h5|segmentation|0|4,slope_mudstone_b
234,training_data/training_data_patch_233.h5|segmentation|0|5,slope_valley
234,training_data/training_data_patch_233.h5|segmentation|0|6,submarine_canyon
235,training_data/training_data_patch_234.h5|volume|0,image
235,training_data/training_data_patch_234.h5|segmentation|0|1,basement
235,training_data/training_data_patch_234.h5|segmentation|0|2,slope_mudstone_a
235,training_data/training_data_patch_234.h5|segmentation|0|3,mass_transport_deposit
235,training_data/training_data_patch_234.h5|segmentation|0|4,slope_mudstone_b
235,training_data/training_data_patch_234.h5|segmentation|0|5,slope_valley
235,training_data/training_data_patch_234.h5|segmentation|0|6,submarine_canyon
236,training_data/training_data_patch_235.h5|volume|0,image
236,training_data/training_data_patch_235.h5|segmentation|0|1,basement
236,training_data/training_data_patch_235.h5|segmentation|0|2,slope_mudstone_a
236,training_data/training_data_patch_235.h5|segmentation|0|3,mass_transport_deposit
236,training_data/training_data_patch_235.h5|segmentation|0|4,slope_mudstone_b
236,training_data/training_data_patch_235.h5|segmentation|0|5,slope_valley
236,training_data/training_data_patch_235.h5|segmentation|0|6,submarine_canyon
237,training_data/training_data_patch_236.h5|volume|0,image
237,training_data/training_data_patch_236.h5|segmentation|0|1,basement
237,training_data/training_data_patch_236.h5|segmentation|0|2,slope_mudstone_a
237,training_data/training_data_patch_236.h5|segmentation|0|3,mass_transport_deposit
237,training_data/training_data_patch_236.h5|segmentation|0|4,slope_mudstone_b
237,training_data/training_data_patch_236.h5|segmentation|0|5,slope_valley
237,training_data/training_data_patch_236.h5|segmentation|0|6,submarine_canyon
238,training_data/training_data_patch_237.h5|volume|0,image
238,training_data/training_data_patch_237.h5|segmentation|0|1,basement
238,training_data/training_data_patch_237.h5|segmentation|0|2,slope_mudstone_a
238,training_data/training_data_patch_237.h5|segmentation|0|3,mass_transport_deposit
238,training_data/training_data_patch_237.h5|segmentation|0|4,slope_mudstone_b
238,training_data/training_data_patch_237.h5|segmentation|0|5,slope_valley
238,training_data/training_data_patch_237.h5|segmentation|0|6,submarine_canyon
239,training_data/training_data_patch_238.h5|volume|0,image
239,training_data/training_data_patch_238.h5|segmentation|0|1,basement
239,training_data/training_data_patch_238.h5|segmentation|0|2,slope_mudstone_a
239,training_data/training_data_patch_238.h5|segmentation|0|3,mass_transport_deposit
239,training_data/training_data_patch_238.h5|segmentation|0|4,slope_mudstone_b
239,training_data/training_data_patch_238.h5|segmentation|0|5,slope_valley
239,training_data/training_data_patch_238.h5|segmentation|0|6,submarine_canyon
240,training_data/training_data_patch_239.h5|volume|0,image
240,training_data/training_data_patch_239.h5|segmentation|0|1,basement
240,training_data/training_data_patch_239.h5|segmentation|0|2,slope_mudstone_a
240,training_data/training_data_patch_239.h5|segmentation|0|3,mass_transport_deposit
240,training_data/training_data_patch_239.h5|segmentation|0|4,slope_mudstone_b
240,training_data/training_data_patch_239.h5|segmentation|0|5,slope_valley
240,training_data/training_data_patch_239.h5|segmentation|0|6,submarine_canyon
241,training_data/training_data_patch_240.h5|volume|0,image
241,training_data/training_data_patch_240.h5|segmentation|0|1,basement
241,training_data/training_data_patch_240.h5|segmentation|0|2,slope_mudstone_a
241,training_data/training_data_patch_240.h5|segmentation|0|3,mass_transport_deposit
241,training_data/training_data_patch_240.h5|segmentation|0|4,slope_mudstone_b
241,training_data/training_data_patch_240.h5|segmentation|0|5,slope_valley
241,training_data/training_data_patch_240.h5|segmentation|0|6,submarine_canyon
242,training_data/training_data_patch_241.h5|volume|0,image
242,training_data/training_data_patch_241.h5|segmentation|0|1,basement
242,training_data/training_data_patch_241.h5|segmentation|0|2,slope_mudstone_a
242,training_data/training_data_patch_241.h5|segmentation|0|3,mass_transport_deposit
242,training_data/training_data_patch_241.h5|segmentation|0|4,slope_mudstone_b
242,training_data/training_data_patch_241.h5|segmentation|0|5,slope_valley
242,training_data/training_data_patch_241.h5|segmentation|0|6,submarine_canyon
243,training_data/training_data_patch_242.h5|volume|0,image
243,training_data/training_data_patch_242.h5|segmentation|0|1,basement
243,training_data/training_data_patch_242.h5|segmentation|0|2,slope_mudstone_a
243,training_data/training_data_patch_242.h5|segmentation|0|3,mass_transport_deposit
243,training_data/training_data_patch_242.h5|segmentation|0|4,slope_mudstone_b
243,training_data/training_data_patch_242.h5|segmentation|0|5,slope_valley
243,training_data/training_data_patch_242.h5|segmentation|0|6,submarine_canyon
244,training_data/training_data_patch_243.h5|volume|0,image
244,training_data/training_data_patch_243.h5|segmentation|0|1,basement
244,training_data/training_data_patch_243.h5|segmentation|0|2,slope_mudstone_a
244,training_data/training_data_patch_243.h5|segmentation|0|3,mass_transport_deposit
244,training_data/training_data_patch_243.h5|segmentation|0|4,slope_mudstone_b
244,training_data/training_data_patch_243.h5|segmentation|0|5,slope_valley
244,training_data/training_data_patch_243.h5|segmentation|0|6,submarine_canyon
245,training_data/training_data_patch_244.h5|volume|0,image
245,training_data/training_data_patch_244.h5|segmentation|0|1,basement
245,training_data/training_data_patch_244.h5|segmentation|0|2,slope_mudstone_a
245,training_data/training_data_patch_244.h5|segmentation|0|3,mass_transport_deposit
245,training_data/training_data_patch_244.h5|segmentation|0|4,slope_mudstone_b
245,training_data/training_data_patch_244.h5|segmentation|0|5,slope_valley
245,training_data/training_data_patch_244.h5|segmentation|0|6,submarine_canyon
246,training_data/training_data_patch_245.h5|volume|0,image
246,training_data/training_data_patch_245.h5|segmentation|0|1,basement
246,training_data/training_data_patch_245.h5|segmentation|0|2,slope_mudstone_a
246,training_data/training_data_patch_245.h5|segmentation|0|3,mass_transport_deposit
246,training_data/training_data_patch_245.h5|segmentation|0|4,slope_mudstone_b
246,training_data/training_data_patch_245.h5|segmentation|0|5,slope_valley
246,training_data/training_data_patch_245.h5|segmentation|0|6,submarine_canyon
247,training_data/training_data_patch_246.h5|volume|0,image
247,training_data/training_data_patch_246.h5|segmentation|0|1,basement
247,training_data/training_data_patch_246.h5|segmentation|0|2,slope_mudstone_a
247,training_data/training_data_patch_246.h5|segmentation|0|3,mass_transport_deposit
247,training_data/training_data_patch_246.h5|segmentation|0|4,slope_mudstone_b
247,training_data/training_data_patch_246.h5|segmentation|0|5,slope_valley
247,training_data/training_data_patch_246.h5|segmentation|0|6,submarine_canyon
248,training_data/training_data_patch_247.h5|volume|0,image
248,training_data/training_data_patch_247.h5|segmentation|0|1,basement
248,training_data/training_data_patch_247.h5|segmentation|0|2,slope_mudstone_a
248,training_data/training_data_patch_247.h5|segmentation|0|3,mass_transport_deposit
248,training_data/training_data_patch_247.h5|segmentation|0|4,slope_mudstone_b
248,training_data/training_data_patch_247.h5|segmentation|0|5,slope_valley
248,training_data/training_data_patch_247.h5|segmentation|0|6,submarine_canyon
249,training_data/training_data_patch_248.h5|volume|0,image
249,training_data/training_data_patch_248.h5|segmentation|0|1,basement
249,training_data/training_data_patch_248.h5|segmentation|0|2,slope_mudstone_a
249,training_data/training_data_patch_248.h5|segmentation|0|3,mass_transport_deposit
249,training_data/training_data_patch_248.h5|segmentation|0|4,slope_mudstone_b
249,training_data/training_data_patch_248.h5|segmentation|0|5,slope_valley
249,training_data/training_data_patch_248.h5|segmentation|0|6,submarine_canyon
250,training_data/training_data_patch_249.h5|volume|0,image
250,training_data/training_data_patch_249.h5|segmentation|0|1,basement
250,training_data/training_data_patch_249.h5|segmentation|0|2,slope_mudstone_a
250,training_data/training_data_patch_249.h5|segmentation|0|3,mass_transport_deposit
250,training_data/training_data_patch_249.h5|segmentation|0|4,slope_mudstone_b
250,training_data/training_data_patch_249.h5|segmentation|0|5,slope_valley
250,training_data/training_data_patch_249.h5|segmentation|0|6,submarine_canyon
251,training_data/training_data_patch_250.h5|volume|0,image
251,training_data/training_data_patch_250.h5|segmentation|0|1,basement
251,training_data/training_data_patch_250.h5|segmentation|0|2,slope_mudstone_a
251,training_data/training_data_patch_250.h5|segmentation|0|3,mass_transport_deposit
251,training_data/training_data_patch_250.h5|segmentation|0|4,slope_mudstone_b
251,training_data/training_data_patch_250.h5|segmentation|0|5,slope_valley
251,training_data/training_data_patch_250.h5|segmentation|0|6,submarine_canyon
252,training_data/training_data_patch_251.h5|volume|0,image
252,training_data/training_data_patch_251.h5|segmentation|0|1,basement
252,training_data/training_data_patch_251.h5|segmentation|0|2,slope_mudstone_a
252,training_data/training_data_patch_251.h5|segmentation|0|3,mass_transport_deposit
252,training_data/training_data_patch_251.h5|segmentation|0|4,slope_mudstone_b
252,training_data/training_data_patch_251.h5|segmentation|0|5,slope_valley
252,training_data/training_data_patch_251.h5|segmentation|0|6,submarine_canyon
253,training_data/training_data_patch_252.h5|volume|0,image
253,training_data/training_data_patch_252.h5|segmentation|0|1,basement
253,training_data/training_data_patch_252.h5|segmentation|0|2,slope_mudstone_a
253,training_data/training_data_patch_252.h5|segmentation|0|3,mass_transport_deposit
253,training_data/training_data_patch_252.h5|segmentation|0|4,slope_mudstone_b
253,training_data/training_data_patch_252.h5|segmentation|0|5,slope_valley
253,training_data/training_data_patch_252.h5|segmentation|0|6,submarine_canyon
254,training_data/training_data_patch_253.h5|volume|0,image
254,training_data/training_data_patch_253.h5|segmentation|0|1,basement
254,training_data/training_data_patch_253.h5|segmentation|0|2,slope_mudstone_a
254,training_data/training_data_patch_253.h5|segmentation|0|3,mass_transport_deposit
254,training_data/training_data_patch_253.h5|segmentation|0|4,slope_mudstone_b
254,training_data/training_data_patch_253.h5|segmentation|0|5,slope_valley
254,training_data/training_data_patch_253.h5|segmentation|0|6,submarine_canyon
255,training_data/training_data_patch_254.h5|volume|0,image
255,training_data/training_data_patch_254.h5|segmentation|0|1,basement
255,training_data/training_data_patch_254.h5|segmentation|0|2,slope_mudstone_a
255,training_data/training_data_patch_254.h5|segmentation|0|3,mass_transport_deposit
255,training_data/training_data_patch_254.h5|segmentation|0|4,slope_mudstone_b
255,training_data/training_data_patch_254.h5|segmentation|0|5,slope_valley
255,training_data/training_data_patch_254.h5|segmentation|0|6,submarine_canyon
256,training_data/training_data_patch_255.h5|volume|0,image
256,training_data/training_data_patch_255.h5|segmentation|0|1,basement
256,training_data/training_data_patch_255.h5|segmentation|0|2,slope_mudstone_a
256,training_data/training_data_patch_255.h5|segmentation|0|3,mass_transport_deposit
256,training_data/training_data_patch_255.h5|segmentation|0|4,slope_mudstone_b
256,training_data/training_data_patch_255.h5|segmentation|0|5,slope_valley
256,training_data/training_data_patch_255.h5|segmentation|0|6,submarine_canyon
257,training_data/training_data_patch_256.h5|volume|0,image
257,training_data/training_data_patch_256.h5|segmentation|0|1,basement
257,training_data/training_data_patch_256.h5|segmentation|0|2,slope_mudstone_a
257,training_data/training_data_patch_256.h5|segmentation|0|3,mass_transport_deposit
257,training_data/training_data_patch_256.h5|segmentation|0|4,slope_mudstone_b
257,training_data/training_data_patch_256.h5|segmentation|0|5,slope_valley
257,training_data/training_data_patch_256.h5|segmentation|0|6,submarine_canyon
258,training_data/training_data_patch_257.h5|volume|0,image
258,training_data/training_data_patch_257.h5|segmentation|0|1,basement
258,training_data/training_data_patch_257.h5|segmentation|0|2,slope_mudstone_a
258,training_data/training_data_patch_257.h5|segmentation|0|3,mass_transport_deposit
258,training_data/training_data_patch_257.h5|segmentation|0|4,slope_mudstone_b
258,training_data/training_data_patch_257.h5|segmentation|0|5,slope_valley
258,training_data/training_data_patch_257.h5|segmentation|0|6,submarine_canyon
259,training_data/training_data_patch_258.h5|volume|0,image
259,training_data/training_data_patch_258.h5|segmentation|0|1,basement
259,training_data/training_data_patch_258.h5|segmentation|0|2,slope_mudstone_a
259,training_data/training_data_patch_258.h5|segmentation|0|3,mass_transport_deposit
259,training_data/training_data_patch_258.h5|segmentation|0|4,slope_mudstone_b
259,training_data/training_data_patch_258.h5|segmentation|0|5,slope_valley
259,training_data/training_data_patch_258.h5|segmentation|0|6,submarine_canyon
260,training_data/training_data_patch_259.h5|volume|0,image
260,training_data/training_data_patch_259.h5|segmentation|0|1,basement
260,training_data/training_data_patch_259.h5|segmentation|0|2,slope_mudstone_a
260,training_data/training_data_patch_259.h5|segmentation|0|3,mass_transport_deposit
260,training_data/training_data_patch_259.h5|segmentation|0|4,slope_mudstone_b
260,training_data/training_data_patch_259.h5|segmentation|0|5,slope_valley
260,training_data/training_data_patch_259.h5|segmentation|0|6,submarine_canyon
261,training_data/training_data_patch_260.h5|volume|0,image
261,training_data/training_data_patch_260.h5|segmentation|0|1,basement
261,training_data/training_data_patch_260.h5|segmentation|0|2,slope_mudstone_a
261,training_data/training_data_patch_260.h5|segmentation|0|3,mass_transport_deposit
261,training_data/training_data_patch_260.h5|segmentation|0|4,slope_mudstone_b
261,training_data/training_data_patch_260.h5|segmentation|0|5,slope_valley
261,training_data/training_data_patch_260.h5|segmentation|0|6,submarine_canyon
262,training_data/training_data_patch_261.h5|volume|0,image
262,training_data/training_data_patch_261.h5|segmentation|0|1,basement
262,training_data/training_data_patch_261.h5|segmentation|0|2,slope_mudstone_a
262,training_data/training_data_patch_261.h5|segmentation|0|3,mass_transport_deposit
262,training_data/training_data_patch_261.h5|segmentation|0|4,slope_mudstone_b
262,training_data/training_data_patch_261.h5|segmentation|0|5,slope_valley
262,training_data/training_data_patch_261.h5|segmentation|0|6,submarine_canyon
263,training_data/training_data_patch_262.h5|volume|0,image
263,training_data/training_data_patch_262.h5|segmentation|0|1,basement
263,training_data/training_data_patch_262.h5|segmentation|0|2,slope_mudstone_a
263,training_data/training_data_patch_262.h5|segmentation|0|3,mass_transport_deposit
263,training_data/training_data_patch_262.h5|segmentation|0|4,slope_mudstone_b
263,training_data/training_data_patch_262.h5|segmentation|0|5,slope_valley
263,training_data/training_data_patch_262.h5|segmentation|0|6,submarine_canyon
264,training_data/training_data_patch_263.h5|volume|0,image
264,training_data/training_data_patch_263.h5|segmentation|0|1,basement
264,training_data/training_data_patch_263.h5|segmentation|0|2,slope_mudstone_a
264,training_data/training_data_patch_263.h5|segmentation|0|3,mass_transport_deposit
264,training_data/training_data_patch_263.h5|segmentation|0|4,slope_mudstone_b
264,training_data/training_data_patch_263.h5|segmentation|0|5,slope_valley
264,training_data/training_data_patch_263.h5|segmentation|0|6,submarine_canyon
265,training_data/training_data_patch_264.h5|volume|0,image
265,training_data/training_data_patch_264.h5|segmentation|0|1,basement
265,training_data/training_data_patch_264.h5|segmentation|0|2,slope_mudstone_a
265,training_data/training_data_patch_264.h5|segmentation|0|3,mass_transport_deposit
265,training_data/training_data_patch_264.h5|segmentation|0|4,slope_mudstone_b
265,training_data/training_data_patch_264.h5|segmentation|0|5,slope_valley
265,training_data/training_data_patch_264.h5|segmentation|0|6,submarine_canyon
266,training_data/training_data_patch_265.h5|volume|0,image
266,training_data/training_data_patch_265.h5|segmentation|0|1,basement
266,training_data/training_data_patch_265.h5|segmentation|0|2,slope_mudstone_a
266,training_data/training_data_patch_265.h5|segmentation|0|3,mass_transport_deposit
266,training_data/training_data_patch_265.h5|segmentation|0|4,slope_mudstone_b
266,training_data/training_data_patch_265.h5|segmentation|0|5,slope_valley
266,training_data/training_data_patch_265.h5|segmentation|0|6,submarine_canyon
267,training_data/training_data_patch_266.h5|volume|0,image
267,training_data/training_data_patch_266.h5|segmentation|0|1,basement
267,training_data/training_data_patch_266.h5|segmentation|0|2,slope_mudstone_a
267,training_data/training_data_patch_266.h5|segmentation|0|3,mass_transport_deposit
267,training_data/training_data_patch_266.h5|segmentation|0|4,slope_mudstone_b
267,training_data/training_data_patch_266.h5|segmentation|0|5,slope_valley
